Rk,Name,Age,Tm,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
1,CJ Abrams,21,TOT,302,.272,76,.291,.077,0.7%,16.6%,1.7%,85.2,31.1%,18.5%,50.0%,21.0%,1.05,27.7%,55.9%,16.4%,-1.0,-0.6%,-10.5,37%,64%,46%,abramcj01
2,CJ Abrams,21,SDP,139,.268,77,.276,.088,1.4%,19.4%,2.9%,83.7,28.7%,16.7%,48.0%,24.5%,1.00,25.5%,60.8%,13.7%,-0.9,-0.6%,-8.5,36%,33%,63%,abramcj01
3,CJ Abrams,21,WSN,163,.276,75,.301,.069,0.0%,14.1%,0.6%,86.3,32.8%,19.9%,51.5%,18.4%,1.09,29.4%,52.2%,18.4%,-0.1,0.0%,-2.1,37%,75%,36%,abramcj01
4,José Abreu,35,CHW,679,.368,137,.350,.141,2.2%,16.2%,9.1%,92.2,51.9%,25.1%,47.7%,24.0%,0.91,24.0%,56.0%,20.0%,1.6,1.0%,14.6,29%,,44%,abreujo02
5,Ronald Acuna Jr.,24,ATL,533,.346,117,.331,.148,2.8%,23.6%,9.9%,91.2,50.1%,21.2%,47.7%,24.7%,0.91,29.9%,53.8%,16.3%,1.3,0.6%,10.4,33%,73%,76%,acunaro01
6,Willy Adames,26,MIL,617,.328,110,.278,.220,5.0%,26.9%,7.9%,88.9,43.6%,22.7%,34.2%,33.4%,0.52,28.9%,53.1%,18.0%,2.0,1.0%,15.8,34%,73%,58%,adamewi01
7,Riley Adams,26,WSN,155,.257,65,.220,.134,3.2%,29.7%,7.7%,90.2,46.3%,18.8%,44.8%,28.1%,0.81,34.4%,50.0%,15.6%,-1.2,-0.1%,-14.0,27%,0%,18%,adamsri03
8,Jo Adell,23,LAA,285,.283,76,.338,.149,2.8%,37.5%,3.9%,87.1,37.7%,25.3%,40.1%,22.8%,0.68,34.8%,50.3%,14.9%,-1.7,-0.4%,-14.3,21%,67%,40%,adelljo01
9,Ehire Adrianza,32,TOT,110,.224,37,.233,.031,0.0%,22.7%,10.0%,83.2,21.9%,20.5%,49.3%,17.8%,1.03,38.4%,49.3%,12.3%,-0.9,-0.3%,-7.0,28%,100%,38%,adriaeh01
10,Ehire Adrianza,32,WSN,94,.217,33,.238,.024,0.0%,23.4%,8.5%,81.8,19.0%,20.6%,49.2%,15.9%,1.03,33.3%,57.1%,9.5%,-0.7,0.0%,-5.8,21%,100%,33%,adriaeh01
11,Ehire Adrianza,32,ATL,16,.265,60,.200,.077,0.0%,18.8%,18.8%,92.2,40.0%,20.0%,50.0%,30.0%,1.00,70.0%,0.0%,30.0%,-0.2,-0.3%,-1.2,60%,,50%,adriaeh01
12,Jesús Aguilar,32,TOT,507,.294,84,.278,.144,3.2%,23.5%,5.5%,87.8,36.4%,26.9%,32.6%,30.9%,0.48,24.6%,57.4%,18.0%,0.7,0.2%,-10.1,18%,100%,30%,aguilje01
13,Jesús Aguilar,32,MIA,456,.300,88,.278,.152,3.3%,23.3%,5.9%,87.7,36.4%,25.8%,32.8%,31.8%,0.49,24.5%,57.3%,18.2%,0.7,0.3%,-5.9,19%,100%,27%,aguilje01
14,Jesús Aguilar,32,BAL,51,.242,46,.286,.082,2.0%,25.5%,2.0%,88.4,36.1%,36.1%,30.6%,22.2%,0.44,25.0%,58.3%,16.7%,-0.1,-0.1%,-4.2,9%,,100%,aguilje01
15,Ryan Aguilar,27,LAA,26,.198,15,.333,.045,0.0%,53.9%,7.7%,93.3,33.3%,33.3%,22.2%,44.4%,0.29,44.4%,55.6%,0.0%,-0.1,0.0%,-2.7,33%,,0%,aguilry01
16,Nick Ahmed,32,ARI,54,.306,101,.265,.212,5.6%,27.8%,3.7%,85.3,32.4%,13.5%,56.8%,27.0%,1.40,32.4%,48.6%,18.9%,-0.1,0.0%,-2.0,36%,0%,100%,ahmedni01
17,Hanser Alberto,29,LAD,159,.282,71,.279,.122,1.3%,15.7%,1.9%,81.3,18.3%,19.8%,47.3%,26.0%,0.95,31.3%,54.2%,14.5%,-0.2,-0.1%,-10.5,28%,0%,30%,alberha01
18,Ozzie Albies,25,ATL,269,.300,90,.270,.162,3.0%,17.5%,6.0%,87.1,26.5%,21.1%,38.7%,31.9%,0.63,33.8%,53.9%,12.3%,-0.5,-0.3%,-0.3,39%,38%,53%,albieoz01
19,Sergio Alcántara,25,TOT,224,.273,74,.267,.137,2.7%,25.5%,5.4%,85.5,32.5%,20.8%,43.5%,30.5%,0.80,27.9%,52.6%,19.5%,0.4,-0.6%,-3.1,32%,33%,46%,alcanse01
20,Sergio Alcántara,25,ARI,186,.308,95,.287,.165,3.2%,24.2%,5.4%,85.9,33.8%,20.0%,44.6%,29.2%,0.84,26.2%,54.6%,19.2%,1.2,0.0%,5.1,32%,100%,38%,alcanse01
21,Sergio Alcántara,25,SDP,38,.105,-25,.167,.000,0.0%,31.6%,5.3%,83.5,25.0%,25.0%,37.5%,37.5%,0.60,37.5%,41.7%,20.8%,-0.8,-0.6%,-8.1,33%,0%,67%,alcanse01
22,Jorge Alfaro,29,SDP,274,.291,89,.364,.137,2.6%,35.8%,4.0%,89.4,39.0%,26.7%,47.2%,23.0%,0.89,26.1%,48.4%,25.5%,0.4,0.2%,-0.2,25%,100%,47%,alfarjo01
23,Anthony Alford,27,PIT,4,.200,16,.500,.000,0.0%,50.0%,0.0%,82.9,0.0%,0.0%,50.0%,0.0%,1.00,0.0%,50.0%,50.0%,-0.1,0.0%,-0.6,0%,,,alforan01
24,Austin Allen,28,OAK,16,.144,-18,.200,.000,0.0%,56.3%,6.3%,92.7,60.0%,0.0%,40.0%,40.0%,0.67,20.0%,40.0%,40.0%,-0.2,-0.2%,-2.4,33%,,25%,allenau01
25,Greg Allen,29,PIT,134,.254,48,.267,.085,1.5%,31.3%,7.5%,84.0,32.5%,17.5%,47.5%,22.5%,1.06,41.3%,42.5%,16.3%,-1.0,0.0%,-9.0,40%,80%,67%,allengr01
26,Nick Allen,23,OAK,326,.248,57,.250,.084,1.2%,19.6%,5.8%,81.3,22.3%,20.7%,49.2%,19.8%,1.06,18.2%,49.6%,32.2%,-1.6,-0.1%,-18.0,35%,60%,58%,allenni02
27,Abraham Almonte,33,BOS,37,.333,103,.364,.143,2.7%,32.4%,2.7%,88.1,30.4%,26.1%,39.1%,21.7%,0.64,21.7%,65.2%,13.0%,-0.1,0.0%,0.4,55%,100%,33%,almonab01
28,Albert Almora,28,CIN,235,.284,68,.261,.126,2.1%,19.6%,7.2%,83.4,25.7%,23.4%,50.3%,18.1%,1.04,32.7%,49.7%,17.5%,-0.9,0.0%,-6.1,34%,60%,48%,almoral01
29,Pete Alonso,27,NYM,685,.371,143,.279,.246,5.8%,18.7%,9.8%,89.8,44.8%,23.0%,36.4%,30.5%,0.57,31.6%,49.6%,18.8%,2.5,1.7%,36.5,27%,83%,42%,alonspe01
30,Jose Altuve,32,HOU,604,.405,162,.315,.233,4.6%,14.4%,10.9%,84.8,29.9%,23.4%,39.9%,25.6%,0.69,36.5%,51.0%,12.5%,2.8,0.7%,35.8,36%,95%,37%,altuvjo01
31,José Alvarado,27,PHI,1,.000,-128,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.3,,,,alvarjo03
32,Eddy Alvarez,32,LAD,27,.148,-39,.235,.000,0.0%,33.3%,0.0%,85.4,27.8%,16.7%,50.0%,27.8%,1.13,55.6%,22.2%,22.2%,0.0,0.0%,-3.7,17%,100%,100%,alvared01
33,Francisco Álvarez,20,NYM,14,.335,117,.143,.333,7.1%,28.6%,14.3%,89.1,37.5%,12.5%,50.0%,37.5%,1.00,25.0%,62.5%,12.5%,-0.4,-0.9%,-1.6,67%,,50%,alvarfr01
34,Yordan Alvarez,25,HOU,561,.426,183,.320,.306,6.6%,18.9%,13.9%,95.2,60.0%,27.0%,39.9%,30.5%,0.66,31.5%,54.2%,14.3%,5.1,2.4%,42.7,30%,50%,46%,alvaryo01
35,Brian Anderson,29,MIA,383,.300,88,.291,.124,2.1%,26.4%,9.7%,88.7,42.2%,21.4%,51.3%,22.3%,1.05,29.0%,50.8%,20.2%,-1.6,-0.1%,-8.1,32%,100%,30%,anderbr06
36,Tim Anderson,29,CHW,351,.332,105,.347,.093,1.7%,15.7%,4.0%,88.2,41.5%,27.4%,55.2%,17.0%,1.23,22.7%,51.6%,25.6%,-0.7,-0.3%,-3.2,39%,100%,57%,anderti01
37,Tyler Anderson,32,LAD,1,.000,-133,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.2,,,,anderty01
38,Elvis Andrus,33,TOT,577,.322,105,.272,.155,3.0%,15.9%,6.8%,87.5,34.9%,22.8%,45.6%,22.1%,0.85,28.2%,51.0%,20.8%,0.8,0.3%,-0.5,31%,82%,72%,andruel01
39,Elvis Andrus,33,OAK,386,.304,99,.268,.136,2.1%,16.1%,7.8%,88.1,34.0%,20.9%,44.9%,24.7%,0.82,26.7%,52.7%,20.5%,-0.4,-0.3%,-6.0,30%,64%,70%,andruel01
40,Elvis Andrus,33,CHW,191,.357,119,.282,.193,4.7%,15.7%,4.7%,86.1,36.7%,26.5%,47.0%,17.2%,0.92,31.1%,47.7%,21.2%,1.2,0.7%,5.5,32%,100%,77%,andruel01
41,Miguel Andújar,27,TOT,140,.276,70,.280,.076,0.7%,19.3%,3.6%,84.4,31.8%,28.7%,40.7%,19.4%,0.69,21.3%,59.3%,19.4%,-0.4,0.0%,-3.9,34%,80%,67%,andujmi01
42,Miguel Andújar,27,NYY,100,.279,68,.284,.052,1.0%,22.0%,3.0%,84.0,28.4%,28.0%,42.7%,17.3%,0.74,20.0%,61.3%,18.7%,-0.5,0.0%,-3.2,33%,100%,67%,andujmi01
43,Miguel Andújar,27,PIT,40,.268,74,.273,.139,0.0%,12.5%,5.0%,85.5,39.4%,30.3%,36.4%,24.2%,0.57,24.2%,54.5%,21.2%,0.1,0.0%,-0.7,36%,0%,67%,andujmi01
44,Aristides Aquino,28,CIN,276,.267,58,.277,.166,3.6%,36.6%,6.2%,85.6,35.1%,17.1%,39.9%,27.2%,0.66,36.7%,48.7%,14.6%,-1.5,-0.3%,-12.4,23%,40%,46%,aquinar01
45,Jonathan Aranda,24,TBR,87,.263,69,.245,.128,2.3%,26.4%,9.2%,91.1,46.3%,18.2%,54.5%,23.6%,1.20,34.5%,50.9%,14.5%,-0.1,0.4%,-1.2,36%,,43%,arandjo01
46,Jonathan Araúz,23,TOT,41,.181,-5,.154,.079,2.4%,29.3%,2.4%,85.6,35.7%,39.3%,35.7%,10.7%,0.59,28.6%,64.3%,7.1%,-0.1,-0.1%,-3.9,33%,,100%,arauzjo01
47,Jonathan Araúz,23,BOS,12,.000,-156,.000,.000,0.0%,25.0%,0.0%,78.2,22.2%,11.1%,44.4%,22.2%,1.00,22.2%,66.7%,11.1%,-0.3,-0.1%,-2.2,100%,,100%,arauzjo01
48,Jonathan Araúz,23,BAL,29,.250,53,.222,.107,3.5%,31.0%,3.5%,89.1,42.1%,52.6%,31.6%,5.3%,0.46,31.6%,63.2%,5.3%,0.2,0.0%,-1.7,20%,,100%,arauzjo01
49,Orlando Arcia,27,ATL,234,.327,105,.278,.172,3.9%,21.8%,9.0%,90.3,42.8%,18.8%,46.9%,28.1%,0.89,26.9%,56.9%,16.3%,-0.7,-0.7%,-3.2,25%,,50%,arciaor01
50,Nolan Arenado,31,STL,620,.381,152,.290,.241,4.8%,11.6%,8.4%,88.7,38.9%,26.2%,30.5%,29.0%,0.44,35.2%,50.1%,14.7%,2.4,1.2%,29.3,22%,63%,48%,arenano01
51,Gabriel Arias,22,CLE,57,.325,108,.267,.128,1.8%,28.1%,14.0%,85.1,34.4%,18.8%,65.6%,3.1%,2.33,25.0%,53.1%,21.9%,0.2,-0.1%,1.1,44%,100%,38%,ariasga01
52,Randy Arozarena,27,TBR,645,.344,126,.325,.183,3.1%,24.2%,7.1%,89.9,41.3%,20.8%,50.2%,19.7%,1.01,26.6%,53.5%,19.9%,-0.4,0.0%,9.6,27%,73%,49%,arozara01
53,Luis Arraez,25,MIN,603,.355,134,.331,.104,1.3%,7.1%,8.3%,88.9,30.2%,29.8%,41.2%,25.4%,0.70,26.4%,52.7%,20.9%,1.0,0.9%,21.2,37%,50%,39%,arraelu01
54,Christian Arroyo,27,BOS,300,.324,99,.326,.129,2.0%,16.3%,4.3%,88.3,42.1%,27.7%,46.4%,19.1%,0.88,23.1%,57.3%,19.7%,-0.5,-0.2%,-6.0,28%,83%,30%,arroych01
55,Willians Astudillo,30,MIA,55,.264,59,.240,.056,1.8%,5.5%,1.8%,83.0,21.6%,19.6%,45.1%,21.6%,0.82,25.5%,52.9%,21.6%,-0.4,-0.1%,-5.1,29%,100%,14%,astudwi01
56,José Azocar,26,SDP,216,.273,83,.327,.074,0.0%,20.4%,5.6%,86.1,31.0%,21.3%,49.4%,24.4%,1.05,13.8%,58.8%,27.5%,-0.8,-0.3%,-14.5,32%,45%,54%,azocajo01
57,Akil Baddoo,23,DET,225,.261,69,.289,.065,0.9%,28.4%,10.7%,84.2,27.2%,21.2%,40.9%,24.8%,0.71,27.0%,48.2%,24.8%,-0.6,-0.5%,-12.7,41%,60%,77%,baddoak01
58,Harrison Bader,28,TOT,313,.303,89,.300,.106,1.6%,19.8%,4.8%,83.4,26.3%,20.7%,41.4%,25.0%,0.71,28.9%,55.2%,15.9%,0.1,0.0%,-1.6,38%,85%,61%,baderha01
59,Harrison Bader,28,STL,264,.316,98,.297,.114,1.9%,17.8%,4.9%,83.5,26.5%,21.5%,40.5%,24.5%,0.68,28.0%,54.5%,17.5%,0.0,0.0%,-3.7,40%,88%,69%,baderha01
60,Harrison Bader,28,NYY,49,.230,39,.313,.065,0.0%,30.6%,4.1%,82.6,25.0%,15.6%,46.9%,28.1%,0.88,34.4%,59.4%,6.3%,0.1,0.0%,2.0,25%,67%,20%,baderha01
61,Ji Hwan Bae,22,PIT,37,.410,152,.407,.091,0.0%,16.2%,5.4%,79.7,22.2%,22.2%,51.9%,11.1%,1.27,33.3%,37.0%,29.6%,0.3,0.0%,3.6,33%,100%,17%,baeji01
62,Javier Báez,29,DET,590,.307,99,.292,.155,2.9%,24.9%,4.4%,87.9,38.4%,20.4%,50.6%,22.9%,1.02,29.7%,50.4%,20.0%,-0.2,0.5%,-5.4,32%,82%,65%,baezja01
63,Rylan Bannon,26,TOT,15,.228,36,.222,.000,0.0%,33.3%,0.0%,88.7,44.4%,11.1%,55.6%,33.3%,1.25,44.4%,22.2%,33.3%,-0.2,-0.1%,-1.9,0%,,,bannory01
64,Rylan Bannon,26,BAL,15,.228,36,.222,.000,0.0%,33.3%,0.0%,88.7,44.4%,11.1%,55.6%,33.3%,1.25,44.4%,22.2%,33.3%,-0.2,-0.1%,-1.9,0%,,,bannory01
65,Austin Barnes,32,LAD,212,.315,93,.222,.168,3.8%,17.5%,12.7%,86.0,35.2%,20.0%,41.4%,29.0%,0.73,23.4%,53.1%,23.4%,-0.2,-0.3%,-2.7,37%,67%,30%,barneau01
66,Tucker Barnhart,31,DET,308,.258,64,.296,.046,0.3%,24.0%,8.1%,83.9,26.2%,21.6%,52.4%,17.3%,1.15,28.4%,45.7%,26.0%,-1.5,-0.2%,-12.2,17%,,20%,barnhtu01
67,Luis Barrera,26,OAK,85,.299,88,.283,.104,1.2%,20.0%,7.1%,85.6,32.8%,21.3%,52.5%,21.3%,1.19,39.3%,34.4%,26.2%,0.3,0.2%,-3.3,8%,100%,40%,barrelu01
68,Tres Barrera,27,WSN,53,.185,10,.265,.020,0.0%,30.2%,3.8%,80.5,14.3%,20.0%,34.3%,28.6%,0.55,22.9%,54.3%,22.9%,-0.4,0.0%,-5.2,18%,,25%,barretr01
69,Jose Barrero,24,CIN,174,.186,-5,.264,.055,1.2%,43.7%,5.2%,86.8,35.2%,21.3%,40.4%,29.2%,0.69,29.2%,51.7%,19.1%,-2.7,0.0%,-23.0,34%,80%,43%,garcijo02
70,Joey Bart,25,SFG,291,.296,85,.326,.149,3.8%,38.5%,8.9%,86.6,43.2%,21.5%,43.6%,24.2%,0.79,38.3%,45.0%,16.8%,-1.7,-0.7%,-8.8,30%,67%,29%,bartjo01
71,Matthew Batten,27,SDP,22,.194,20,.154,.053,0.0%,27.3%,9.1%,86.4,30.8%,15.4%,61.5%,15.4%,1.60,7.7%,61.5%,30.8%,-0.2,-0.1%,-2.9,0%,,0%,battema01
72,Brett Baty,22,NYM,42,.261,63,.179,.158,4.8%,19.1%,4.8%,91.1,36.7%,16.7%,56.7%,26.7%,1.31,30.0%,50.0%,20.0%,-0.2,-0.1%,-1.9,25%,,50%,batybr01
73,Matt Beaty,29,SDP,47,.157,-6,.114,.070,0.0%,17.0%,4.3%,83.6,31.4%,20.0%,45.7%,22.9%,0.84,34.3%,40.0%,25.7%,-0.9,-0.5%,-9.9,75%,,33%,beatyma01
74,Tim Beckham,32,MIN,25,.068,-76,.125,.000,0.0%,36.0%,0.0%,90.5,50.0%,12.5%,81.3%,6.3%,4.33,37.5%,50.0%,12.5%,-0.5,-0.3%,-5.2,33%,,50%,beckhti01
75,Seth Beer,25,ARI,126,.239,46,.250,.054,0.8%,24.6%,8.7%,85.9,30.4%,29.6%,46.9%,19.8%,0.88,33.3%,44.4%,22.2%,-0.6,-0.1%,-5.0,9%,,11%,beerse01
76,Josh Bell,29,TOT,647,.351,133,.296,.156,2.6%,15.8%,12.5%,88.9,40.8%,24.1%,50.4%,19.7%,1.02,30.3%,49.1%,20.6%,0.4,-0.2%,9.5,28%,0%,35%,belljo02
77,Josh Bell,29,WSN,437,.382,154,.324,.192,3.2%,14.0%,11.2%,89.5,40.6%,26.3%,47.2%,20.6%,0.89,30.9%,49.4%,19.7%,1.1,0.1%,16.3,25%,0%,40%,belljo02
78,Josh Bell,29,SDP,210,.289,88,.233,.079,1.4%,19.5%,15.2%,87.5,41.2%,19.1%,58.1%,17.6%,1.39,28.7%,48.5%,22.8%,-0.7,-0.3%,-6.8,37%,,25%,belljo02
79,Cody Bellinger,26,LAD,550,.296,76,.255,.179,3.5%,27.3%,6.9%,89.4,38.2%,22.2%,35.6%,32.8%,0.55,37.8%,49.7%,12.5%,-1.6,-0.9%,-14.9,40%,82%,46%,bellico01
80,Brandon Belt,34,SFG,298,.306,92,.277,.138,2.7%,27.2%,12.4%,86.7,38.5%,22.4%,26.4%,37.9%,0.38,27.0%,51.7%,21.3%,-2.0,-1.0%,-12.0,19%,100%,44%,beltbr01
81,Anthony Bemboom,32,BAL,59,.195,11,.147,.096,1.7%,28.8%,10.2%,86.9,37.1%,13.9%,50.0%,22.2%,1.13,38.9%,44.4%,16.7%,-0.6,-0.2%,-5.3,23%,,0%,bemboan01
82,Andrew Benintendi,27,TOT,521,.351,125,.352,.095,1.0%,14.8%,10.0%,88.7,38.7%,25.9%,43.1%,26.7%,0.77,24.1%,56.4%,19.5%,0.6,0.3%,10.1,26%,73%,41%,beninan01
83,Andrew Benintendi,27,KCR,390,.358,130,.366,.078,0.8%,13.3%,10.0%,88.4,38.3%,26.2%,45.6%,24.5%,0.86,23.5%,56.4%,20.1%,0.9,0.2%,9.3,25%,67%,40%,beninan01
84,Andrew Benintendi,27,NYY,131,.332,110,.303,.149,1.5%,19.1%,9.9%,89.6,40.2%,25.0%,34.8%,33.7%,0.54,26.1%,56.5%,17.4%,-0.2,0.1%,0.8,29%,80%,43%,beninan01
85,Will Benson,24,CLE,61,.226,38,.278,.018,0.0%,31.2%,4.9%,83.1,27.0%,18.9%,45.9%,18.9%,0.89,37.8%,45.9%,16.2%,-0.2,-0.1%,-4.1,47%,,43%,bensowi01
86,Wynton Bernard,31,COL,42,.274,54,.353,.024,0.0%,19.1%,0.0%,84.6,26.5%,23.5%,67.6%,5.9%,2.09,20.6%,61.8%,17.6%,-0.4,0.0%,-0.6,69%,75%,80%,bernawy01
87,Jon Berti,32,MIA,404,.330,97,.308,.098,1.0%,22.0%,10.4%,88.0,37.2%,22.2%,53.0%,21.5%,1.13,18.1%,61.1%,20.7%,0.9,0.3%,1.3,32%,89%,55%,bertijo01
88,Christian Bethancourt,30,TOT,333,.309,101,.304,.157,3.3%,24.0%,3.6%,89.5,45.0%,23.8%,45.6%,23.8%,0.85,25.1%,55.6%,19.2%,-1.0,-0.7%,-4.4,33%,83%,35%,bethach01
89,Christian Bethancourt,30,OAK,182,.307,98,.306,.136,2.2%,22.5%,5.5%,90.8,46.9%,23.3%,47.3%,23.3%,0.92,19.4%,58.9%,21.7%,-0.3,-0.2%,0.0,37%,80%,42%,bethach01
90,Christian Bethancourt,30,TBR,151,.312,104,.301,.181,4.6%,25.8%,1.3%,87.9,42.7%,24.5%,43.6%,24.5%,0.77,31.8%,51.8%,16.4%,-0.7,-0.5%,-4.4,27%,100%,27%,bethach01
91,Mookie Betts,29,LAD,639,.384,140,.272,.264,5.5%,16.3%,8.6%,90.5,45.2%,23.1%,33.7%,35.6%,0.51,30.7%,53.0%,16.3%,4.0,1.3%,34.4,45%,86%,42%,bettsmo01
92,Bo Bichette,24,TOR,697,.355,131,.347,.179,3.4%,22.2%,5.9%,91.9,50.8%,24.6%,49.1%,22.0%,0.96,19.2%,50.7%,30.1%,2.3,1.7%,17.4,32%,62%,39%,bichebo01
93,Cavan Biggio,27,TOR,303,.306,94,.275,.148,2.0%,28.1%,12.5%,87.7,32.9%,19.5%,35.6%,37.4%,0.56,38.5%,49.4%,12.1%,-0.6,-0.1%,1.0,40%,100%,44%,biggica01
94,Charlie Blackmon,35,COL,577,.322,91,.304,.155,2.8%,18.9%,5.6%,85.5,30.8%,25.7%,43.0%,23.8%,0.77,33.6%,52.8%,13.6%,1.9,0.3%,11.5,27%,80%,39%,blackch02
95,Dairon Blanco,29,KCR,7,.293,57,.667,.000,0.0%,57.1%,0.0%,83.5,0.0%,0.0%,100.0%,0.0%,,66.7%,33.3%,0.0%,0.1,0.0%,0.7,25%,100%,100%,blancda02
96,Travis Blankenhorn,25,NYM,3,.000,-123,.000,.000,0.0%,33.3%,0.0%,86.3,0.0%,0.0%,50.0%,50.0%,1.00,0.0%,100.0%,0.0%,-0.1,0.0%,-0.6,,,,blanktr01
97,JJ Bleday,24,MIA,238,.268,64,.216,.142,2.1%,28.2%,12.6%,86.3,33.8%,25.2%,25.2%,38.1%,0.34,38.1%,48.9%,12.9%,-1.0,0.0%,-12.6,26%,80%,39%,bledajj01
98,Xander Bogaerts,29,BOS,631,.367,131,.362,.149,2.4%,18.7%,9.0%,88.1,39.6%,25.8%,46.6%,21.1%,0.87,26.2%,52.9%,20.9%,0.9,0.1%,19.5,31%,80%,55%,bogaexa01
99,Alec Bohm,25,PHI,631,.323,105,.319,.118,2.1%,17.4%,4.9%,90.2,43.0%,27.2%,46.3%,21.0%,0.86,18.7%,57.2%,24.1%,1.5,0.5%,3.8,35%,40%,34%,bohmal01
100,Skye Bolt,28,OAK,116,.271,66,.233,.132,3.5%,25.9%,6.0%,88.4,35.5%,22.1%,46.8%,24.7%,0.90,32.5%,51.9%,15.6%,-1.1,0.0%,-4.0,22%,100%,20%,boltsk01
101,David Bote,29,CHC,127,.326,105,.382,.172,3.2%,35.4%,4.7%,92.4,56.3%,30.6%,48.6%,12.5%,0.95,26.8%,54.9%,18.3%,0.1,0.0%,0.3,30%,100%,25%,boteda01
102,Sean Bouchard,26,COL,97,.418,161,.404,.203,3.1%,25.8%,21.7%,89.8,40.0%,34.0%,38.0%,26.0%,0.61,38.0%,44.0%,18.0%,0.5,0.0%,6.6,15%,,25%,bouchse01
103,Bobby Bradley,26,CLE,17,.106,-48,.250,.000,0.0%,52.9%,0.0%,87.5,50.0%,25.0%,62.5%,12.5%,1.67,37.5%,37.5%,25.0%,-0.3,-0.2%,-3.2,50%,,,bradlbo01
104,Jackie Bradley Jr.,32,TOT,370,.253,52,.251,.108,1.1%,20.8%,6.5%,87.0,37.2%,21.2%,49.8%,21.2%,1.02,35.7%,48.7%,15.6%,-2.5,-1.3%,-9.5,29%,40%,37%,bradlja02
105,Jackie Bradley Jr.,32,BOS,290,.257,54,.257,.111,1.0%,20.0%,5.9%,86.9,37.7%,21.4%,48.8%,22.8%,0.99,33.0%,51.2%,15.8%,-2.2,-1.2%,-6.8,25%,40%,32%,bradlja02
106,Jackie Bradley Jr.,32,TOR,80,.239,46,.226,.096,1.3%,23.8%,8.8%,87.4,35.2%,20.4%,53.7%,14.8%,1.16,46.3%,38.9%,14.8%,-0.3,-0.1%,-2.7,42%,,50%,bradlja02
107,Michael Brantley,35,HOU,277,.345,123,.311,.128,1.8%,10.8%,11.2%,89.7,45.8%,30.7%,43.7%,22.8%,0.78,31.2%,54.9%,14.0%,1.0,0.7%,13.6,24%,50%,24%,brantmi02
108,Rob Brantly,32,NYY,3,.419,176,.333,.333,0.0%,0.0%,0.0%,82.5,66.7%,66.7%,33.3%,0.0%,0.50,0.0%,66.7%,33.3%,0.0,0.0%,-0.2,0%,,,brantro01
109,Alex Bregman,28,HOU,656,.358,133,.260,.195,3.5%,11.7%,13.3%,88.9,37.9%,24.5%,33.5%,32.6%,0.50,34.7%,51.1%,14.1%,1.0,0.2%,21.5,32%,33%,41%,bregmal01
110,Will Brennan,24,CLE,45,.382,154,.378,.143,2.2%,8.9%,4.4%,89.8,43.2%,26.3%,52.6%,21.1%,1.11,36.8%,52.6%,10.5%,0.4,0.0%,6.0,29%,67%,60%,brennwi02
111,Jonah Bride,26,OAK,187,.261,66,.246,.043,0.5%,17.1%,10.2%,86.4,31.1%,26.5%,45.5%,21.2%,0.85,29.5%,54.5%,15.9%,-1.6,0.0%,-12.0,29%,100%,28%,bridejo01
112,Lewis Brinson,28,SFG,39,.294,78,.158,.306,7.7%,35.9%,5.1%,83.8,34.8%,21.7%,39.1%,17.4%,0.75,43.5%,47.8%,8.7%,0.0,0.0%,-1.3,40%,100%,0%,brinsle01
113,Mike Brosseau,28,MIL,160,.350,123,.345,.163,3.8%,30.0%,8.8%,89.1,41.9%,22.6%,40.9%,34.4%,0.69,28.0%,53.8%,18.3%,0.2,0.0%,7.6,18%,100%,31%,brossmi01
114,Seth Brown,29,OAK,555,.328,113,.273,.214,4.5%,26.3%,9.2%,89.0,41.5%,24.5%,36.3%,30.4%,0.57,35.8%,48.7%,15.5%,1.3,0.0%,12.4,21%,85%,58%,brownse01
115,Vidal Bruján,24,TBR,162,.218,42,.193,.095,1.9%,22.8%,7.4%,86.1,27.7%,21.4%,46.4%,22.3%,0.87,34.8%,44.6%,20.5%,-0.8,-0.5%,-10.7,26%,50%,43%,brujavi01
116,Kris Bryant,30,COL,181,.375,130,.338,.169,2.8%,14.9%,9.4%,85.0,29.6%,22.2%,38.5%,34.1%,0.63,31.1%,54.1%,14.8%,-0.7,-0.2%,-4.4,37%,,60%,bryankr01
117,Peyton Burdick,25,MIA,102,.296,84,.283,.174,3.9%,34.3%,7.8%,89.1,38.6%,22.8%,31.6%,33.3%,0.47,24.6%,50.9%,24.6%,0.0,0.0%,-2.1,15%,100%,13%,burdipe01
118,Jake Burger,26,CHW,183,.323,104,.324,.208,4.4%,30.6%,5.5%,90.3,43.8%,21.1%,42.1%,30.7%,0.74,30.7%,47.4%,21.9%,-0.1,-0.2%,-3.2,25%,,32%,burgeja01
119,Alec Burleson,23,STL,53,.301,90,.211,.083,1.9%,17.0%,9.4%,90.1,48.7%,25.6%,46.2%,23.1%,0.90,33.3%,41.0%,25.6%,-0.1,0.0%,0.8,23%,100%,0%,burleal01
